"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YSWVSU2Z","journalArticle","2018","Al-Ghareeb, Amal; Hillel, Stav; McKenna, Lisa; Cleary, Michelle; Visentin, Denis; Jones, Martin; Bressington, Daniel; Gray, Richard","Retraction of publications in nursing and midwifery research: A systematic review","International Journal of Nursing Studies","","00207489","10.1016/j.ijnurstu.2018.01.013","https://linkinghub.elsevier.com/retrieve/pii/S0020748918300245","Background: Rates of manuscript retraction in academic journals are increasing. Papers are retracted because of scientiﬁc misconduct or serious error. To date there have been no studies that have examined rates of retraction in nursing and midwifery journals. Design: A systematic review of Journal Citation Report listed nursing science journals. Data sources: The Medline database was searched systematically from January 1980 through July 2017, and www.retractionwatch.com was manually searched for relevant studies that met the inclusion criteria. Review methods: Two researchers undertook title and abstract and full text screening. Data were extracted on the country of the corresponding author, journal title, impact factor, study design, year of retraction, number of citations after retraction, and reason for retraction. Journals retraction index was also calculated. Results: Twenty-nine retracted papers published in nursing science journals were identiﬁed, the ﬁrst in 2007. This represents 0.029% of all papers published in these journals since 2007. We observed a signiﬁcant increase in the retraction rate of 0.44 per 10,000 publications per year (95% CI; 0.03–0.84, p = .037). There was a negative association between a journal’s retraction index and impact factor with a signiﬁcant reduction in retraction index of −0.57 for a one-point increase in impact factor (95% CI; −1.05 to −0.09, p = .022). Duplicate publication was the most common reason for retraction (n = 18, 58%). The mean number of citations manuscripts received after retraction was seven, the highest was 52. Most (n = 27, 93.1%) of the retracted papers are still available online (with a watermark indicating they are retracted). Conclusion: Compared to more established academic disciplines, rates of retraction in nursing and midwifery are low. Findings suggest that unsound research is not being identiﬁed and that the checks and balances incumbent in the scientiﬁc method are not working. In a clinical discipline, this is concerning and may indicate that research that should have been removed from the evidence base continues to inﬂuence nursing and midwifery care.","2018-05","2019-11-07 14:30:26","2021-06-11 19:57:29","2019-11-07 14:30:26","8-13","","","81","","","Retraction of publications in nursing and midwifery research","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/4XTGJQSJ/Al-Ghareeb et al. - 2018 - Retraction of publications in nursing and midwifer.pdf","","RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SV3HMEC","journalArticle","2018","Xu, Shaoxiong; Hu, Guangwei","Retraction notices: Who authored them?","Publications","","2304-6775","10.3390/publications6010002","http://www.mdpi.com/2304-6775/6/1/2","Unlike other academic publications whose authorship is eagerly claimed, the provenance of retraction notices (RNs) is often obscured presumably because the retraction of published research is associated with undesirable behavior and consequently carries negative consequences for the individuals involved. The ambiguity of authorship, however, has serious ethical ramiﬁcations and creates methodological problems for research on RNs that requires clear authorship attribution. This article reports a study conducted to identify RN textual features that can be used to disambiguate obscured authorship, ascertain the extent of authorship evasion in RNs from two disciplinary clusters, and determine if the disciplines varied in the distributions of different types of RN authorship. Drawing on a corpus of 370 RNs archived in the Web of Science for the hard discipline of Cell Biology and the soft disciplines of Business, Finance, and Management, this study has identiﬁed 25 types of textual markers that can be used to disambiguate authorship, and revealed that only 25.68% of the RNs could be unambiguously attributed to authors of the retracted articles alone or jointly and that authorship could not be determined for 28.92% of the RNs. Furthermore, the study has found marked disciplinary differences in the different categories of RN authorship. These results point to the need for more explicit editorial requirements about RN authorship and their strict enforcement.","2018-01-03","2019-11-07 14:30:24","2021-06-11 19:57:29","2019-11-07 14:30:24","2","","1","6","","","Retraction Notices","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/5WWQLNNT/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/ZU7EW94C/Xu and Hu - 2018 - Retraction Notices Who Authored Them.pdf","","assessment of retraction notice quality; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQEHIMF9","journalArticle","2019","Stavale, Rafaelly; Ferreira, Graziani Izidoro; Galvão, João Antônio Martins; Zicker, Fábio; Novaes, Maria Rita Carvalho Garbi; Oliveira, César Messias de; Guilhem, Dirce","Research misconduct in health and life sciences research: A systematic review of retracted literature from Brazilian institutions","PLOS ONE","","1932-6203","10.1371/journal.pone.0214272","http://dx.plos.org/10.1371/journal.pone.0214272","Background Measures to ensure research integrity have been widely discussed due to the social, economic and scientific impact of research integrity. In the past few years, financial support for health research in emerging countries has steadily increased, resulting in a growing number of scientific publications. These achievements, however, have been accompanied by a rise in retracted publications followed by concerns about the quality and reliability of such publications.","2019-04-15","2019-11-07 14:30:21","2021-06-11 19:57:29","2019-11-07 14:30:21","e0214272","","4","14","","","Research misconduct in health and life sciences research","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/LJ4VDKEX/Stavale et al. - 2019 - Research misconduct in health and life sciences re.pdf","","RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers; systematic reviews of retracted papers - field & geographic perspective","","Kerasidou, Angeliki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNLF8JDH","journalArticle","2019","Dal-Ré, Rafael; Ayuso, Carmen","Reasons for and time to retraction of genetics articles published between 1970 and 2018","Journal of Medical Genetics","","0022-2593, 1468-6244","10.1136/jmedgenet-2019-106137","http://jmg.bmj.com/lookup/doi/10.1136/jmedgenet-2019-106137","Introduction  Between 0.02% and 0.04% of articles are retracted. We aim to: (a) describe the reasons for retraction of genetics articles and the time elapsed between the publication of an article and that of the retraction notice because of research misconduct (ie, fabrication, falsification, plagiarism); and (b) compare all these variables between retracted medical genetics (MG) and non-medical genetics (NMG) articles. Methods  All retracted genetics articles published between 1970 and 2018 were retrieved from the Retraction Watch database. The reasons for retraction were fabrication/falsification, plagiarism, duplication, unreliability, and authorship issues. Articles subject to investigation by company/institution, journal, US Office for Research Integrity or third party were also retrieved. Results  1582 retracted genetics articles (MG, n=690; NMG, n=892) were identified . Research misconduct and duplication were involved in 33% and 24% of retracted papers, respectively; 37% were subject to investigation. Only 0.8% of articles involved both fabrication/ falsification and plagiarism. In this century the incidence of both plagiarism and duplication increased statistically significantly in genetics retracted articles; conversely, fabrication/falsification was significantly reduced. Time to retraction due to scientific misconduct was statistically significantly shorter in the period 2006–2018 compared with 1970–2000. Fabrication/falsification was statistically significantly more common in NMG (28%) than in MG (19%) articles. MG articles were significantly more frequently investigated (45%) than NMG articles (31%). Time to retraction of articles due to fabrication/ falsification was significantly shorter for MG (mean 4.7 years) than for NMG (mean 6.4 years) articles; no differences for plagiarism (mean 2.3 years) were found. The USA (mainly NMG articles) and China (mainly MG articles) accounted for the largest number of retracted articles. Conclusion  Genetics is a discipline with a high article retraction rate (estimated retraction rate 0.15%). Fabrication/falsification and plagiarism were almost mutually exclusive reasons for article retraction. Retracted MG articles were more frequently subject to investigation than NMG articles. Retracted articles due to fabrication/falsification required 2.0–2.8 times longer to retract than when plagiarism was involved.","2019-11","2019-11-07 14:30:20","2021-06-11 19:57:29","2019-11-07 14:30:20","734-740","","11","56","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/IVJTZKHA/Dal-Ré and Ayuso - 2019 - Reasons for and time to retraction of genetics art.pdf; /Users/jodi/Zotero/storage/TJREI2UK/Dal-Ré and Ayuso - 2019 - Reasons for and time to retraction of genetics art.pdf; ; /Users/jodi/Zotero/storage/HQR8GEGJ/734.html","http://www.ncbi.nlm.nih.gov/pubmed/31300549","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ESYIRX8","journalArticle","2019","Mistry, Vyoma; Grey, Andrew; Bolland, Mark J","Publication rates after the first retraction for biomedical researchers with multiple retracted publications","Accountability in Research","","0898-9621, 1545-5815","10.1080/08989621.2019.1612244","https://www.tandfonline.com/doi/full/10.1080/08989621.2019.1612244","Retraction of scientific publications can unmask scientific misconduct. We undertook a survey of publication rates, for authors with multiple retractions in the biomedical literature, to determine whether they changed after authors’ first retractions.","2019-07-04","2019-11-07 14:30:18","2021-06-11 19:57:29","2019-11-07 14:30:18","277-287","","5","26","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/VEQPAVNW/Mistry et al. - 2019 - Publication rates after the first retraction for b.pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L38ENRL4","journalArticle","2019","Bolboacă, Sorana D.; Buhai, Diana-Victoria; Aluaș, Maria; Bulboacă, Adriana E.","Post retraction citations among manuscripts reporting a radiology-imaging diagnostic method","PLOS ONE","","1932-6203","10.1371/journal.pone.0217918","http://dx.plos.org/10.1371/journal.pone.0217918","Our study aimed to evaluate the trends of post retraction citations of articles reporting a radiology-imaging diagnostic method and to find if a different pattern exists between manuscripts reporting an ultrasound method and those reporting other radiology diagnostic methods. This study reviewed retractions stored in PubMed on the subject of radiologyimaging diagnosis to identify the motivation, time from publication to retraction, and citations before and after retraction. The PubMed database was searched on June 2017 to retrieve the retracted articles, and the Scopus database was screened to identify the post-retraction citations. The full text was screened to see the type of post-retraction citation (positive/negative) and whether the cited article appears or not as retracted. One hundred and two retractions were identified, representing 3.5% of the retracted articles indexed by PubMed, out of which 54 were included in the analysis. Half of the articles were retracted in the first 24 months after publication, and the number of post retraction citations was higher than the number of citations before retraction in 30 out of 54 cases (US methods: 9/20, other diagnostic methods 21/34, P-value = 0.2312). The plagiarism was the most common reason for retraction (31%), followed by repetitive publication (26%), and errors in data/manuscript (24%). In less than 2% of cases, the retracted articles appear as retracted in the text or reference list, while the negative citation is observed in 4.84% among manuscripts reporting an US diagnostic method and 0.32% among manuscripts reporting a diagnostic method other than US (P-value = 0.0004). No significant differences were observed when post retraction weighted citation index (WCI, no. of citations weighted by citation window) was compared to WCI prior retraction (P-value = 0.5972). In light of the reported results, we enumerated some recommendations that could potentially minimize the referral to retracted studies as valid.","2019-06-13","2019-11-07 14:30:17","2021-06-11 19:57:29","2019-11-07 14:30:17","e0217918","","6","14","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/85SDVBLK/Bolboacă et al. - 2019 - Post retraction citations among manuscripts report.pdf","","citation studies; RetractionReviewBib-v1-2020-10","","Glanzel, Wolfgang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G87DVPMH","journalArticle","2019","Kim, Soo Young; Yi, Hyun Jung; Cho, Hye-Min; Huh, Sun","How many retracted articles indexed in KoreaMed were cited 1 year after retraction notification","Science Editing","","2288-8063, 2288-7474","10.6087/kcse.172","http://escienceediting.org/journal/view.php?doi=10.6087/kcse.172","Purpose: It aimed to investigate how many retracted articles indexed in KoreaMed were cited in both the Scopus and the Korea Medical Citation Index (KoMCI) databases and to investigate whether the frequency of post-retraction citations was different according to the presence of a retraction mark. Methods: Retracted articles from the KoreaMed database were collected on January 28, 2016. Scopus and KoMCI were searched for post-retraction citations, which were defined as citations 1 year after the retraction, excluding retraction-related citations. Results: The 114 retracted articles were found in KoreaMed. The proportion of retracted articles in KoreaMed, the Korean medical journal database, through January 2016 was 0.04% (114/256,000). On the journal homepage, a retraction mark was present for 49 of the 114 retracted articles. Of the 114 retracted articles, 45 were cited in Scopus 176 times. Of the 176 citations, 109 (of 36 retracted articles) were post-retraction citations. The number of citations in KoMCI, except for citations of retraction notices, was 33 (of 14 retracted articles). Of those citations, the number of post-retraction citations in KoMCI was 14 (of 8 retracted articles). The presence of a retraction mark did not influence post-retraction citations (P > 0.05). Post-retraction citations were frequent in the range of 1 to 3 years. Conclusion: Post-retraction citations that were found in both Scopus and the KoMCI occurred frequently for retracted articles in KoreaMed. Adoption of Crossmark is recommended as one choice to prevent post-retraction citations.","2019-08-19","2019-11-07 14:30:08","2021-06-11 19:57:29","2019-11-07 14:30:08","122-127","","2","6","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/INV2RXQ9/Kim et al. - 2019 - How many retracted articles indexed in KoreaMed we.pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58NPHGMK","journalArticle","2018","Decullier, Evelyne; Maisonneuve, Hervé","Correcting the literature: Improvement trends seen in contents of retraction notices","BMC Research Notes","","1756-0500","10.1186/s13104-018-3576-2","https://bmcresnotes.biomedcentral.com/articles/10.1186/s13104-018-3576-2","Objective:  To analyse retraction notices from 2016 and compare their quality to the 2008 notices. Results:  From 146 retractions retrieved, only 123 were included, of which, a clear reason for retraction was available for 122 (99.2%) and no reason was given for one (0.8%). The main reasons for retraction were mistakes 26.0% (n = 32), fraud 26.0% (n = 32), plagiarism 20.3% (n = 25), and overlap 8.1% (n = 10). In 100 (81.3%) cases, a mention of retrac‑tion was available on the original paper, in 15 (12.2%) there was no mention of retraction, and 8 (6.5%) papers were deleted. Compared to the previous cohorts, management of retraction has improved because 99.2% provided a clear reason, and 81.3% of original articles were available with a mention of the retraction.","2018-12","2019-11-07 14:30:00","2021-06-11 19:57:29","2019-11-07 14:30:00","490","","1","11","","","Correcting the literature","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/3CRKRRGY/Deculllier and Maisonneuve - 2018 - Correcting the literature Improvement trends seen.pdf","","assessment of retraction notice quality; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GY8SCATM","journalArticle","2019","Hamilton, Daniel George","Continued citation of retracted radiation oncology literature—Do we have a problem?","International Journal of Radiation Oncology•Biology•Physics","","03603016","10.1016/j.ijrobp.2018.11.014","https://linkinghub.elsevier.com/retrieve/pii/S0360301618340008","Purpose: The purpose of this study was to quantify the number and explore the nature of citations of retracted articles in the radiation oncology literature occurring after publication of the retraction note. Methods and Materials: A list of previously identiﬁed retracted articles within the ﬁeld of radiation oncology was updated in June 2017. The number of publications citing retracted articles was quantiﬁed using Google Scholar, Web of Science, and Scopus. Studies citing retracted publications after publication of the retraction note were individually assessed to determine the nature of the reference. Results: Forty-seven retracted articles were identiﬁed for this study. Thirty-seven studies (79%) received 1017 citations before retraction, and 34 articles (72%) received 407 English and 169 foreign-language citations afterward. The average number of citations dropped from 22 to 11 after publication of the retraction note (95% conﬁdence interval, 0.3-21.0, P Z .043). Most postretraction citations occurred during the second year after the article’s retraction, originated from North America and Asia (N Z 124 each, 31%) and Europe (N Z 122, 30%), and featured in original articles (N Z 254, 62%) and reviews (N Z 73, 18%). Of the 358 individually evaluable citing studies, 92% referenced the retracted article as legitimate work. Three guidelines and 15 systematic reviews and meta-analyses were also identiﬁed that cited retracted articles as valid work. Conclusions: Postretraction citations are an avoidable phenomenon. The results of the study emphasize the need for investigators to adhere to good research practices to mitigate the inﬂuence and propagation of ﬂawed and unethical research. Journal editors, peer reviewers, and the broader radiation oncology readership should remain diligent in ensuring that citations of retracted work are identiﬁed and removed before, during, and possibly even after publication. Ó 2018 Elsevier Inc. All rights reserved.","2019-04","2019-11-07 14:29:59","2021-06-11 19:57:29","2019-11-07 14:29:59","1036-1042","","5","103","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/WNIP3QWA/Hamilton - 2019 - Continued Citation of Retracted Radiation Oncology.pdf","","citation studies; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQ996BMY","journalArticle","2019","Rubbo, Priscila; Pilatti, Luiz Alberto; Picinin, Claudia Tania","Citation of retracted articles in engineering: A study of the Web of Science database","Ethics & Behavior","","1050-8422, 1532-7019","10.1080/10508422.2018.1559064","https://www.tandfonline.com/doi/full/10.1080/10508422.2018.1559064","The objective of this study is to compare the quantity of citations that retracted and nonretracted articles received in engineering based on articles indexed in the Web of Science database and published between 1945 and 2015. For data analysis, the Statistical Package for the Social Sciences was used along with the Kolmogorov–Smirnov, Mann–Whitney, Tukey–Kramer tests and descriptive statistics. The data set included 238 retracted and 236 nonretracted articles, with the retracted articles cited 2,348 times and nonretracted articles cited 2,957 times. The results highlight that retraction does not end citation, thus threatening scientific credibility.","2019-11-17","2019-11-07 14:29:57","2021-06-11 19:57:29","2019-11-07 14:29:57","661-679","","8","29","","","Citation of Retracted Articles in Engineering","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/XCY5FBSE/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/KWJYXYIM/Rubbo et al. - 2019 - Citation of retracted articles in engineering A s.pdf; /Users/jodi/Zotero/storage/EXZD6VJU/Rubbo et al. - 2019 - Citation of Retracted Articles in Engineering A S.pdf; /Users/jodi/Zotero/storage/EWHJ459Z/10508422.2018.html","","citation studies; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQS9IITL","journalArticle","2019","Mott, Andrew; Fairhurst, Caroline; Torgerson, David","Assessing the impact of retraction on the citation of randomized controlled trial reports: an interrupted time-series analysis","Journal of Health Services Research & Policy","","1355-8196, 1758-1060","10.1177/1355819618797965","http://journals.sagepub.com/doi/10.1177/1355819618797965","","2019-01","2019-11-07 14:29:55","2021-06-11 19:57:29","2019-11-07 14:29:55","44-51","","1","24","","","Assessing the impact of retraction on the citation of randomized controlled trial reports","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/VANKC8CB/Mott et al. - 2019 - Assessing the impact of retraction on the citation.pdf","","citation studies; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQUPFZS3","journalArticle","2019","Elango, Bakthavachalam; Kozak, Marcin; Rajendran, Periyaswamy","Analysis of retractions in Indian science","Scientometrics","","0138-9130, 1588-2861","10.1007/s11192-019-03079-y","http://link.springer.com/10.1007/s11192-019-03079-y","An increasing problem throughout the world, plagiarism and related dishonest behaviors have been affecting Indian science for quite some time. To curb this problem, the Indian government has initiated a number of measures, such as providing plagiarism detecting software to all the universities for free. Still, however, many unfair or incorrect papers are published. For some time, publishers have used an efficient tool to deal with such situations: retractions. A published paper that is later discovered to not deserve publication—which can be for a number of reasons—can be withdrawn (and often removed from the online contents of the journal) by the publisher. This study aims (1) to identify retracted publications authored or co-authored by researchers affiliated to Indian institutions and (2) to analyze the reasons for the retractions. To meet these aims, we searched the SCOPUS database to identify retraction notices for articles authored or coauthored by Indian authors. The first retraction notice was issued back in 1996, an exceptionally early retraction, as the next one was published in 2005. Thus, we analyzed 239 retractions (195 from journals and 44 from conference proceedings) published between 2005 and 3 August 2018 (but most were published after 2010), in terms of the following qualitative retraction-wise parameters: the main reason for retraction, authorship, a collaboration level, collaborating countries, sources of retraction (a journal or conference proceedings), and funding sources of the research. We also detected journals with high retraction frequencies. Mainly two phrases—“Retraction notice to” and “Retracted Article”—were used to retract publications. The most frequent reason for retractions was plagiarism.","2019-05","2019-11-07 14:29:53","2021-06-11 19:57:29","2019-11-07 14:29:53","1081-1094","","2","119","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/QLT6RCD4/Elango et al. - 2019 - Analysis of retractions in Indian science.pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43LFNSKU","journalArticle","2018","Tripathi, Manorama; Dwivedi, Gayatri; Sonkar, Sharad Kumar; Kumar, Sunil","Analysing retraction notices of scholarly journals: A study","DESIDOC Journal of Library & Information Technology","","0976-4658, 0974-0643","10.14429/djlit.38.5.13103","https://publications.drdo.gov.in/ojs/index.php/djlit/article/view/13103","Information and communication technology (ICT) is not an unalloyed advantage when talking about propagation and expansion of scholarly knowledge. The same ICT which acts as an enabler to research in the comfort of one’s study and preferred environment makes the researchers with weak conscience vulnerable to the temptation of research misconduct. Surprisingly, the same technology acts as a sentinel, helping academe nail such transgressions and withdrawing them or taking the contextual corrective recourse. Of late, there has been a substantial increase in the invalidation and withdrawal of research articles based on invalid data and findings. One analysed the retraction notices of 249 annulled articles, indexed in Scopus, during the period, 2000-2017. The study has highlighted that the majority of the retracted notices do not have explicit reasons for revoking the findings of research articles. It has stressed upon the immensely pivotal role of libraries in spreading awareness and sensitising researchers with regard to adherence to norms, ethics and policies of scholarly communication.","2018-09-05","2019-11-07 14:29:51","2021-06-11 19:57:29","2019-11-07 14:29:51","305-311","","5","38","","","Analysing Retraction Notices of Scholarly Journals","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/2T2KSBRQ/Tripathi et al. - 2018 - Analysing Retraction Notices of Scholarly Journals.pdf; /Users/jodi/Zotero/storage/N29BKCGZ/Tripathi et al. - 2018 - Analysing Retraction Notices of Scholarly Journals.pdf","","assessment of retraction notice quality; RetractionReviewBib-v1-2020-10","articles; Fabrication; False data; incentives; Misconduct; Plagiarism; Research; Retraction; Scholarly journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPJKA6EZ","journalArticle","2018","Schmidt, Marion","An analysis of the validity of retraction annotation in PubMed and the Web of Science","Journal of the Association for Information Science and Technology","","23301635","10.1002/asi.23913","http://doi.wiley.com/10.1002/asi.23913","","2018-02","2019-11-07 14:29:48","2021-06-11 19:57:29","2019-11-07 14:29:48","318-328","","2","69","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/UTKDZIXE/Schmidt - 2018 - An analysis of the validity of retraction annotati.pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
